ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact,Contract_Type,Type,Legal_Reference
294,Detection,Crisis Management,FR,"gestion de crise, réponse d'urgence, plan de communication",0,Medium,"Exige un plan préétabli pour gérer les urgences (cyberattaques, catastrophes naturelles, crises de RP).","Définir l'équipe de crise, les canaux de communication et les mesures d'atténuation.","Réponse chaotique, déclarations contradictoires et dommages aggravés.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
295,Detection,KPIs,EN,"KPI, key performance indicators, metrics, target, performance",0,High,"Defines objective, measurable Key Performance Indicators to evaluate the counterparty's performance.","Specify each KPI, measurement method, target value, and consequences of missing targets (e.g., service credits).","Inability to measure performance, subjective disputes, and no accountability for underperformance.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
296,Detection,KPIs,ID,"KPI, indikator kinerja utama, metrik, target, kinerja",0,High,Mendefinisikan Indikator Kinerja Utama yang objektif dan terukur untuk mengevaluasi kinerja pihak lawan.,"Tentukan setiap KPI, metode pengukuran, nilai target, dan konsekuensi jika tidak mencapai target (misal kredit layanan).","Ketidakmampuan mengukur kinerja, sengketa subjektif, dan tidak ada akuntabilitas untuk kinerja buruk.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
297,Detection,KPIs,FR,"KPI, indicateurs clés de performance, métriques",0,High,Définit des indicateurs clés de performance objectifs et mesurables pour évaluer la performance de la contrepartie.,"Spécifier chaque KPI, la méthode de mesure, la valeur cible et les conséquences en cas de non-atteinte.","Incapacité de mesurer la performance, litiges subjectifs et absence de responsabilité.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
298,Detection,Service Credits,EN,"service credit, rebate, penalty for downtime, SLA credit",0,High,Provides a financial remedy (credits or rebates) when the service provider fails to meet agreed service levels.,"Define the credit calculation (e.g., % of monthly fee per hour of downtime) and how credits are applied.","No compensation for poor service, leading to customer frustration and financial loss without recourse.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
299,Detection,Service Credits,ID,"kredit layanan, rabat, penalti untuk downtime, kredit SLA",0,High,Memberikan pemulihan finansial (kredit atau rabat) ketika penyedia layanan gagal memenuhi tingkat layanan yang disepakati.,Tentukan perhitungan kredit (misal % dari biaya bulanan per jam downtime) dan bagaimana kredit diterapkan.,"Tidak ada kompensasi untuk layanan buruk, menyebabkan frustrasi pelanggan dan kerugian finansial tanpa ganti rugi.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
300,Detection,Service Credits,FR,"crédits de service, remise, pénalité d'indisponibilité",0,High,Fournit une compensation financière lorsque le fournisseur ne respecte pas les niveaux de service convenus.,Définir le calcul du crédit et comment les crédits sont appliqués.,"Absence de compensation pour un mauvais service, entraînant frustration et pertes financières.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
301,Detection,Boilerplate Clauses,EN,"boilerplate, standard clauses, general provisions, miscellaneous",0,Low,"Standard provisions that address common legal issues and formalities in contracts, helping clarify rights, manage risks, and prevent disputes.","Include standard boilerplate clauses such as entire agreement, severability, notices, governing law, jurisdiction, counterparts, and waiver.","Missing boilerplate clauses can lead to disputes over contract interpretation, enforcement, and procedural matters.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
302,Detection,Boilerplate Clauses,ID,"boilerplate, klausul standar, ketentuan umum, aneka ragam",0,Low,"Ketentuan standar yang mengatasi masalah hukum umum dan formalitas dalam kontrak, membantu memperjelas hak, mengelola risiko, dan mencegah sengketa.","Sertakan klausul boilerplate standar seperti seluruh perjanjian, keterpisahan, pemberitahuan, hukum yang mengatur, yurisdiksi, salinan, dan pengesampingan hak.","Tidak adanya klausul boilerplate dapat menyebabkan sengketa tentang interpretasi kontrak, penegakan hukum, dan masalah prosedural.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
303,Detection,Boilerplate Clauses,FR,"clauses types, clauses standard, dispositions générales, divers",0,Low,"Dispositions standard qui traitent des questions juridiques communes et des formalités dans les contrats, contribuant à clarifier les droits, gérer les risques et prévenir les litiges.","Inclure des clauses types standard telles que l'intégralité de l'accord, la divisibilité, les avis, la loi applicable, la juridiction, les exemplaires, et la renonciation.","L'absence de clauses types peut entraîner des litiges sur l'interprétation du contrat, son exécution et des questions procédurales.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
304,Detection,Waiver,EN,"waiver, non-waiver, no waiver, failure to enforce",0,Medium,"Specifies that a party's failure to enforce a right does not constitute a permanent waiver of that right, protecting future enforcement.",Include a non-waiver clause stating that any delay or omission in exercising rights does not waive those rights.,"Without a non-waiver clause, a party may be deemed to have abandoned contractual rights by not immediately enforcing them.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
305,Detection,Waiver,ID,"pengesampingan hak, non-waiver, tidak mengesampingkan, kegagalan menegakkan",0,Medium,"Menentukan bahwa kegagalan satu pihak untuk menegakkan hak tidak merupakan pengesampingan permanen atas hak tersebut, melindungi penegakan di masa depan.",Sertakan klausul non-waiver yang menyatakan bahwa setiap keterlambatan atau kelalaian dalam menggunakan hak tidak menghapuskan hak tersebut.,"Tanpa klausul non-waiver, satu pihak dapat dianggap telah mengabaikan hak kontraktual karena tidak segera menegakkannya.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
306,Detection,Waiver,FR,"renonciation, non-renonciation, défaut d'exécuter",0,Medium,"Précise que le défaut d'une partie de faire valoir un droit ne constitue pas une renonciation permanente à ce droit, protégeant ainsi son exercice futur.",Inclure une clause de non-renonciation stipulant que tout retard ou omission dans l'exercice des droits ne constitue pas une renonciation à ces droits.,"Sans clause de non-renonciation, une partie pourrait être réputée avoir abandonné ses droits contractuels en ne les exerçant pas immédiatement.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
307,Detection,Counterparts,EN,"counterparts, duplicate, separate copies, signature pages",0,Low,"Allows the contract to be signed in multiple counterparts, each considered an original, facilitating execution across different locations.",Include a counterparts clause stating that signed copies may be executed in counterparts and together form one binding agreement.,"Without a counterparts clause, parties signing in different locations may face logistical difficulties in executing the same physical document.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
308,Detection,Counterparts,ID,"salinan, duplikat, salinan terpisah, halaman tanda tangan",0,Low,"Memungkinkan kontrak ditandatangani dalam beberapa salinan, masing-masing dianggap asli, memfasilitasi penandatanganan di berbagai lokasi.",Sertakan klausul salinan yang menyatakan bahwa salinan yang ditandatangani dapat dilaksanakan secara terpisah dan bersama-sama membentuk satu perjanjian yang mengikat.,"Tanpa klausul salinan, pihak yang menandatangani di lokasi berbeda mungkin menghadapi kesulitan logistik dalam melaksanakan dokumen fisik yang sama.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
309,Detection,Counterparts,FR,"exemplaires, copies séparées, pages de signature",0,Low,"Permet la signature du contrat en plusieurs exemplaires, chacun étant considéré comme un original, facilitant l'exécution dans différents lieux.",Inclure une clause d'exemplaires stipulant que les copies signées peuvent être exécutées en plusieurs exemplaires et constituent ensemble un accord contraignant.,"Sans clause d'exemplaires, les parties signant dans différents lieux peuvent rencontrer des difficultés logistiques pour exécuter le même document physique.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
310,Detection,Recitals,EN,"recitals, whereas clauses, preamble, background",0,Low,"Provides background context and explains the parties' intentions and the purpose of the agreement, aiding in contract interpretation.","Include clear and accurate recitals that explain the commercial background, the parties' relationship, and their objectives.","Missing recitals may lead to disputes over the parties' intentions and the contract's purpose, especially in complex transactions.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
311,Detection,Recitals,ID,"konsiderans, klausul whereas, pembukaan, latar belakang",0,Low,"Memberikan konteks latar belakang dan menjelaskan maksud para pihak serta tujuan perjanjian, membantu interpretasi kontrak.","Sertakan konsiderans yang jelas dan akurat yang menjelaskan latar belakang komersial, hubungan para pihak, dan tujuan mereka.","Tidak adanya konsiderans dapat menyebabkan sengketa tentang maksud para pihak dan tujuan kontrak, terutama dalam transaksi yang kompleks.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
312,Detection,Recitals,FR,"considérants, clauses 'attendu que', préambule, contexte",0,Low,"Fournit le contexte et explique les intentions des parties ainsi que l'objet de l'accord, facilitant l'interprétation du contrat.","Inclure des considérants clairs et précis expliquant le contexte commercial, la relation entre les parties et leurs objectifs.","L'absence de considérants peut entraîner des litiges sur les intentions des parties et l'objet du contrat, en particulier dans les transactions complexes.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
314,Detection,Representations and Warranties,ID,"pernyataan dan jaminan, pernyataan fakta, asuransi",0,High,"Menciptakan pernyataan fakta yang mengikat secara hukum yang dibuat satu pihak kepada pihak lain, memberikan ganti rugi jika pernyataan tersebut terbukti palsu.","Definisikan pernyataan dan jaminan dengan jelas, tentukan periode kelangsungan, dan sertakan pemulihan untuk pelanggaran (misal ganti rugi).","Tanpa pernyataan dan jaminan, satu pihak mungkin tidak memiliki ganti rugi hukum jika pernyataan pra-kontraktual pihak lain terbukti palsu.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
315,Detection,Representations and Warranties,FR,"déclarations et garanties, déclarations de fait, assurances",0,High,"Crée des déclarations de fait juridiquement contraignantes qu'une partie fait à l'autre, offrant un recours si ces déclarations s'avèrent fausses.","Définir clairement les déclarations et garanties, préciser les périodes de survie et inclure des recours en cas de violation (ex. indemnisation).","Sans déclarations et garanties, une partie peut n'avoir aucun recours juridique si les déclarations précontractuelles de l'autre partie s'avèrent fausses.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
